Long,Lat,texture_class,clay_content,bulk_density,aluminium_extractable,carbon_total,calcium_extractable,cation_exchange_capacity,iron_extractable,potassium_extractable,magnesium_extractable,nitrogen_total,carbon_organic,phosphorous_extractable,sulphur_extractable,zinc_extractable,pH,sand_content,silt_content,stone_content
2.89232,7.402143,Sandy Loam,12,1.37,108.9,23.5,600.8,7.2,72.7,65.7,133.3,0.8,9,8,5.7,2.3,6.1,69,15,3.1
2.892776,7.405362,Sandy Loam,13,1.32,98.5,17.2,600.8,7.2,65.7,72.7,147.4,0.8,8,7.2,6.4,2.7,6.1,71,16,3.5
2.894447,7.406327,Sandy Loam,13,1.33,108.9,17.2,600.8,7.2,72.7,65.7,133.3,0.8,9,7.2,5.7,2.3,6,69,15,4
2.895385,7.40758,Sandy Loam,12,1.32,108.9,19.1,664.1,7.2,72.7,72.7,120.5,0.9,9,8,5.7,2.3,6.1,68,14,3.5
2.895027,7.397033,Sandy Loam,12,1.36,98.5,19.1,600.8,7.2,65.7,65.7,120.5,0.8,9,7.2,5.7,2.7,6.1,68,15,3.1
2.898215,7.398739,Sandy Loam,13,1.37,98.5,21.2,664.1,8,65.7,72.7,133.3,0.9,9,7.2,5.7,2.7,6.1,66,15,3.1
2.89629,7.401753,Sandy Loam,12,1.35,108.9,21.2,600.8,7.2,72.7,72.7,108.9,0.8,8,6.4,5.7,2.3,6,71,14,4.5
2.896649,7.403588,Sandy Loam,11,1.35,108.9,19.1,664.1,7.2,65.7,65.7,133.3,0.9,8,7.2,5.7,2.7,6.1,69,16,3.5
2.897867,7.405065,Sandy Loam,13,1.32,98.5,19.1,664.1,7.2,65.7,72.7,120.5,0.9,8,6.4,5.7,2.7,6.1,65,13,3.5
2.892063,7.409166,Sandy Loam,13,1.34,98.5,19.1,600.8,7.2,65.7,72.7,147.4,0.8,9,7.2,5.7,2.7,6.1,70,15,3.5
2.884819,7.414132,Sandy Loam,11,1.36,98.5,21.2,600.8,7.2,72.7,72.7,133.3,0.7,8,8,5,3.1,6.1,72,14,3.5
2.884356,7.411777,Sandy Loam,11,1.35,108.9,21.2,664.1,7.2,65.7,72.7,120.5,0.8,9,7.2,5,2.3,6.2,70,16,3.1
2.885344,7.409641,Sandy Loam,11,1.31,98.5,21.2,600.8,7.2,65.7,80.5,108.9,0.9,8,7.2,5.7,2.3,6.1,70,14,2.7
2.889499,7.410206,Sandy Loam,13,1.35,98.5,19.1,600.8,7.2,72.7,72.7,133.3,0.8,9,7.2,5,2.3,6.1,71,15,4
2.890325,7.406337,Sandy Loam,15,1.33,98.5,17.2,600.8,7.2,72.7,80.5,133.3,0.9,8,8,6.4,2.7,6.1,66,16,3.5
2.891806,7.405321,Sandy Loam,12,1.34,98.5,21.2,664.1,8,65.7,80.5,147.4,0.8,8,7.2,6.4,2.7,6.1,68,14,3.5
2.890896,7.404202,Sandy Loam,13,1.32,98.5,21.2,600.8,8,65.7,80.5,147.4,0.8,9,7.2,6.4,3.1,6.2,69,14,3.5
2.891378,7.407119,Sandy Loam,13,1.32,98.5,19.1,664.1,7.2,65.7,72.7,133.3,0.9,8,8,6.4,2.7,6.1,69,14,3.5
2.892421,7.40725,Sandy Loam,12,1.33,98.5,21.2,664.1,7.2,65.7,72.7,120.5,0.9,9,8,5.7,2.7,6.1,68,14,3.1
2.890546,7.410621,Sandy Loam,12,1.34,89,17.2,664.1,7.2,65.7,72.7,133.3,0.9,8,7.2,5,2.3,6.1,70,14,3.5
2.887818,7.412435,Sandy Loam,12,1.34,89,17.2,600.8,7.2,65.7,72.7,133.3,0.9,8,7.2,5,2.7,6.1,69,14,3.1
2.886007,7.41401,Sandy Loam,11,1.35,98.5,19.1,600.8,6.4,65.7,65.7,120.5,0.8,9,7.2,5,2.7,6.2,70,14,3.1
2.841934,6.7869,Sandy Loam,16,1.42,147.4,35.6,491.7,8,80.5,59.3,108.9,1.2,10,7.2,6.4,2.3,5.6,67,9,1.2
2.839555,6.786071,Sandy Loam,18,1.42,120.5,32.1,543.6,7.2,89,59.3,120.5,1.2,10,6.4,7.2,2.7,5.7,68,10,1.5
2.84118,6.787633,Sandy Loam,14,1.43,133.3,35.6,543.6,8,80.5,65.7,108.9,1.1,10,7.2,6.4,2.7,5.7,69,9,1.5
2.839412,6.787179,Sandy Loam,17,1.38,120.5,32.1,491.7,8,89,65.7,98.5,1.1,10,6.4,7.2,2.7,5.6,67,9,1.5
2.838393,6.788228,Sandy Loam,18,1.42,120.5,35.6,543.6,7.2,80.5,65.7,120.5,1.2,9,6.4,6.4,2.7,5.7,67,10,1.5
2.893013,6.804706,Sandy Clay Loam,21,1.37,98.5,32.1,664.1,9,89,80.5,120.5,2.1,10,7.2,5.7,3.1,5.5,63,14,1.5
3.722806,7.374662,Sandy Loam,16,1.37,65.7,29,600.8,8,72.7,65.7,147.4,1.6,10,6.4,5.7,2.3,6,61,16,1.7
3.717373,7.370563,Sandy Loam,17,1.35,72.7,23.5,491.7,6.4,89,65.7,120.5,1.2,8,6.4,4.5,2,6,63,14,2.3
3.717981,7.371631,Sandy Loam,15,1.37,65.7,23.5,543.6,7.2,72.7,59.3,108.9,1.2,9,7.2,5,2,6,62,15,3.1
3.717118,7.373608,Sandy Loam,16,1.34,72.7,32.1,543.6,7.2,72.7,65.7,108.9,1.5,10,6.4,5.7,2.3,5.9,60,13,2
3.717718,7.377205,Sandy Loam,14,1.35,59.3,23.5,543.6,7.2,80.5,65.7,133.3,1.2,10,6.4,5.7,2.3,6.1,66,16,2.7
3.717767,7.378564,Sandy Loam,15,1.35,59.3,23.5,600.8,6.4,72.7,65.7,147.4,1.4,10,7.2,5.7,2.3,6,66,15,2.3
3.814776,7.473592,Sandy Loam,16,1.35,59.3,19.1,444.9,6.4,65.7,59.3,89,1.2,10,9,5.7,2,6,66,15,6.4
3.815544,7.47545,Sandy Loam,16,1.32,53.6,17.2,402.4,5.7,65.7,59.3,98.5,1,8,6.4,5.7,2.3,5.9,67,14,6.4
3.81628,7.475674,Sandy Loam,18,1.37,59.3,19.1,444.9,6.4,65.7,59.3,98.5,1.2,9,7.2,5.7,2.7,5.9,62,16,5.7
3.816438,7.474936,Sandy Loam,17,1.35,53.6,19.1,402.4,5.7,72.7,59.3,108.9,1.1,9,8,5.7,2.3,6,66,16,6.4
3.817026,7.474094,Sandy Loam,17,1.35,53.6,17.2,364,6.4,65.7,59.3,108.9,1.2,9,7.2,5.7,2,6,66,14,4.5
3.816992,7.486718,Sandy Loam,18,1.34,59.3,15.4,444.9,6.4,65.7,65.7,120.5,1.1,9,8,5.7,2.3,5.9,63,15,4.5
3.818434,7.486294,Sandy Loam,18,1.31,48.4,15.4,444.9,5.7,72.7,53.6,108.9,1,9,7.2,5.7,2.3,6,66,15,4.5
3.81931,7.484596,Sandy Loam,17,1.35,48.4,13.9,444.9,5.7,65.7,59.3,108.9,1.1,8,8,5,2,5.9,69,15,4.5
3.743024,7.589802,Sandy Loam,19,1.28,72.7,26.1,664.1,7.2,72.7,80.5,133.3,1.7,11.2,6.4,6.4,2.7,5.9,59,16,2
3.744162,7.590856,Sandy Loam,19,1.31,72.7,29,664.1,7.2,65.7,80.5,120.5,1.7,12.5,6.4,6.4,2.7,6,59,15,2
3.745186,7.591478,Sandy Loam,18,1.28,72.7,29,600.8,7.2,65.7,80.5,133.3,1.7,11.2,6.4,7.2,3.1,5.8,59,15,2.7
3.742432,7.590494,Sandy Loam,19,1.3,72.7,26.1,664.1,8,65.7,80.5,133.3,1.7,11.2,7.2,7.2,2.7,5.8,59,15,1.7
3.742708,7.591224,Sandy Loam,18,1.32,80.5,26.1,600.8,7.2,65.7,89,133.3,1.7,12.5,7.2,6.4,2.7,5.7,59,15,2.3
3.743028,7.592232,Sandy Clay Loam,21,1.28,65.7,21.2,543.6,6.4,65.7,89,120.5,1.6,11.2,7.2,7.2,2.7,5.7,57,15,2.3
3.670884,7.589734,Sandy Loam,17,1.31,108.9,21.2,664.1,7.2,80.5,80.5,133.3,1.6,10,7.2,5.7,2,5.9,59,15,1.7
3.671899,7.5887,Sandy Loam,13,1.31,98.5,26.1,664.1,7.2,72.7,80.5,120.5,1.5,10,7.2,6.4,2.7,6,62,13,2
3.673102,7.668551,Sandy Loam,13,1.31,98.5,19.1,491.7,6.4,65.7,65.7,133.3,0.9,8,8,6.4,2.3,6.1,65,17,2.3
3.675543,7.586971,Sandy Loam,19,1.32,89,26.1,543.6,8,65.7,89,120.5,1.6,11.2,7.2,6.4,3.1,6,63,13,2.7
3.672168,7.59136,Sandy Loam,18,1.31,108.9,26.1,664.1,8,80.5,89,120.5,1.5,11.2,7.2,6.4,2.3,5.9,61,14,2
3.671918,7.58971,Sandy Loam,18,1.3,108.9,29,600.8,7.2,80.5,80.5,120.5,1.6,11.2,7.2,6.4,2.3,5.9,60,13,2.3
3.673858,7.589196,Sandy Loam,19,1.3,108.9,26.1,811.4,8,59.3,80.5,133.3,1.6,11.2,6.4,6.4,2.3,6,62,14,2.3
3.676748,7.587446,Sandy Loam,18,1.3,98.5,29,600.8,8,65.7,89,133.3,1.5,11.2,6.4,6.4,2.7,5.9,60,13,2.3
3.584204,7.494632,Sandy Loam,16,1.3,89,23.5,664.1,8,72.7,80.5,147.4,1.3,9,7.2,5.7,2.3,6.2,62,17,2
3.58283,7.495654,Sandy Loam,16,1.33,89,23.5,734.1,7.2,80.5,72.7,133.3,1.2,9,8,6.4,2,6.1,60,17,1.5
3.588722,7.495352,Sandy Loam,17,1.31,72.7,19.1,600.8,6.4,80.5,80.5,133.3,1.1,9,8,6.4,2,6.2,64,17,2.3
3.5891,7.494654,Sandy Loam,14,1.31,89,17.2,600.8,7.2,72.7,80.5,133.3,1,8,10,6.4,2,6.2,67,16,3.1
3.583723,7.494013,Sandy Loam,16,1.31,80.5,23.5,664.1,7.2,65.7,72.7,163,1.2,8,7.2,5.7,2.3,6.1,61,16,2.3
3.581827,7.495195,Sandy Loam,15,1.32,89,21.2,664.1,6.4,72.7,80.5,163,1,8,7.2,6.4,2.3,6.1,64,15,1.5
3.581256,7.495921,Sandy Loam,15,1.3,80.5,26.1,664.1,8,72.7,80.5,147.4,1.1,8,8,6.4,2,6.1,64,15,1.5
3.586321,7.494817,Sandy Loam,15,1.32,80.5,19.1,600.8,7.2,80.5,72.7,133.3,1,8,9,6.4,2,6.1,65,17,2
3.586924,7.493852,Sandy Loam,17,1.33,80.5,21.2,600.8,7.2,80.5,72.7,147.4,1,9,8,6.4,2.3,6.1,60,17,2
3.72569,7.90621,Sandy Loam,14,1.28,120.5,12.5,543.6,5.7,65.7,80.5,108.9,0.8,7.2,8,6.4,2.3,6.2,67,15,3.1
3.72569,7.90621,Sandy Loam,14,1.28,120.5,12.5,543.6,5.7,65.7,80.5,108.9,0.8,7.2,8,6.4,2.3,6.2,67,15,3.1
3.72395,7.90704,Sandy Loam,13,1.26,120.5,15.4,600.8,6.4,72.7,80.5,120.5,0.9,8,8,6.4,2,6.3,62,15,2
3.72395,7.90704,Sandy Loam,13,1.26,120.5,15.4,600.8,6.4,72.7,80.5,120.5,0.9,8,8,6.4,2,6.3,62,15,2
3.72527,7.90708,Sandy Loam,12,1.28,120.5,12.5,543.6,5.7,65.7,72.7,108.9,0.8,7.2,8,6.4,2,6.2,68,17,3.5
3.72527,7.90708,Sandy Loam,12,1.28,120.5,12.5,543.6,5.7,65.7,72.7,108.9,0.8,7.2,8,6.4,2,6.2,68,17,3.5
3.72374,7.90148,Sandy Loam,13,1.31,108.9,15.4,543.6,6.4,65.7,80.5,133.3,0.7,6.4,8,6.4,2,6.2,67,15,3.5
3.72374,7.90148,Sandy Loam,13,1.31,108.9,15.4,543.6,6.4,65.7,80.5,133.3,0.7,6.4,8,6.4,2,6.2,67,15,3.5
3.72514,7.90039,Sandy Loam,12,1.3,108.9,12.5,491.7,5,65.7,72.7,120.5,0.6,6.4,9,6.4,1.7,6.1,69,17,4.5
3.72514,7.90039,Sandy Loam,12,1.3,108.9,12.5,491.7,5,65.7,72.7,120.5,0.6,6.4,9,6.4,1.7,6.1,69,17,4.5
3.41514,7.81439,Sandy Loam,11,1.32,108.9,12.5,543.6,5.7,65.7,72.7,120.5,0.7,6.4,8,5.7,2,6.1,71,17,4
3.41514,7.81439,Sandy Loam,11,1.32,108.9,12.5,543.6,5.7,65.7,72.7,120.5,0.7,6.4,8,5.7,2,6.1,71,17,4
3.41537,7.8162,Sandy Loam,11,1.33,98.5,11.2,543.6,6.4,59.3,65.7,120.5,0.7,6.4,9,5.7,1.7,6,69,17,5
3.41537,7.8162,Sandy Loam,11,1.33,98.5,11.2,543.6,6.4,59.3,65.7,120.5,0.7,6.4,9,5.7,1.7,6,69,17,5
3.41737,7.81972,Sandy Loam,12,1.32,98.5,11.2,491.7,5.7,65.7,72.7,108.9,0.7,5.7,9,5.7,2,6,69,16,8
3.41737,7.81972,Sandy Loam,12,1.32,98.5,11.2,491.7,5.7,65.7,72.7,108.9,0.7,5.7,9,5.7,2,6,69,16,8
3.6594,8.1702,Sandy Loam,12,1.25,120.5,12.5,491.7,5.7,59.3,80.5,120.5,0.9,7.2,8,5,2,6.2,66,17,4.5
3.6594,8.1702,Sandy Loam,12,1.25,120.5,12.5,491.7,5.7,59.3,80.5,120.5,0.9,7.2,8,5,2,6.2,66,17,4.5
3.66101,8.16828,Sandy Loam,12,1.26,120.5,15.4,491.7,5,65.7,72.7,120.5,1,7.2,7.2,5,2,6.2,64,17,4
3.66101,8.16828,Sandy Loam,12,1.26,120.5,15.4,491.7,5,65.7,72.7,120.5,1,7.2,7.2,5,2,6.2,64,17,4
3.6611,8.16595,Sandy Loam,15,1.24,120.5,13.9,491.7,6.4,72.7,72.7,120.5,0.9,8,9,5,2,6.1,63,19,3.1
3.6611,8.16595,Sandy Loam,15,1.24,120.5,13.9,491.7,6.4,72.7,72.7,120.5,0.9,8,9,5,2,6.1,63,19,3.1
3.65991,8.16499,Sandy Loam,17,1.23,120.5,15.4,491.7,5.7,72.7,72.7,147.4,1,8,9,5.7,1.7,6.2,64,19,3.5
3.65991,8.16499,Sandy Loam,17,1.23,120.5,15.4,491.7,5.7,72.7,72.7,147.4,1,8,9,5.7,1.7,6.2,64,19,3.5
3.65935,8.17141,Sandy Loam,12,1.24,120.5,13.9,444.9,5.7,65.7,72.7,108.9,0.9,7.2,7.2,5,2,6.1,71,17,4.5
3.65935,8.17141,Sandy Loam,12,1.24,120.5,13.9,444.9,5.7,65.7,72.7,108.9,0.9,7.2,7.2,5,2,6.1,71,17,4.5
3.52542,8.06762,Sandy Loam,10,1.24,120.5,15.4,491.7,4.5,65.7,65.7,108.9,0.8,7.2,7.2,5.7,2,6.1,73,16,5
3.52542,8.06762,Sandy Loam,10,1.24,120.5,15.4,491.7,4.5,65.7,65.7,108.9,0.8,7.2,7.2,5.7,2,6.1,73,16,5
3.52728,8.0677,Sandy Loam,12,1.23,120.5,13.9,491.7,4.5,65.7,65.7,108.9,0.8,6.4,7.2,5.7,2,6.1,70,16,5
3.52728,8.0677,Sandy Loam,12,1.23,120.5,13.9,491.7,4.5,65.7,65.7,108.9,0.8,6.4,7.2,5.7,2,6.1,70,16,5
3.53248,8.06735,Sandy Loam,16,1.26,120.5,17.2,543.6,5.7,65.7,80.5,120.5,1,9,7.2,5.7,2.3,6.1,62,16,3.1
3.53248,8.06735,Sandy Loam,16,1.26,120.5,17.2,543.6,5.7,65.7,80.5,120.5,1,9,7.2,5.7,2.3,6.1,62,16,3.1
3.53375,8.06948,Sandy Loam,15,1.27,108.9,15.4,543.6,5.7,65.7,72.7,120.5,0.8,8,7.2,6.4,2.3,6.2,62,15,3.5
3.53375,8.06948,Sandy Loam,15,1.27,108.9,15.4,543.6,5.7,65.7,72.7,120.5,0.8,8,7.2,6.4,2.3,6.2,62,15,3.5
3.7155,7.80627,Sandy Loam,12,1.27,133.3,12.5,491.7,5,65.7,72.7,120.5,0.6,6.4,7.2,5.7,2.3,6.1,72,15,4
3.7155,7.80627,Sandy Loam,12,1.27,133.3,12.5,491.7,5,65.7,72.7,120.5,0.6,6.4,7.2,5.7,2.3,6.1,72,15,4
3.71597,7.80406,Sandy Loam,11,1.28,120.5,13.9,491.7,5.7,65.7,72.7,108.9,0.8,7.2,8,5,2.3,6.1,69,16,4.5
3.71597,7.80406,Sandy Loam,11,1.28,120.5,13.9,491.7,5.7,65.7,72.7,108.9,0.8,7.2,8,5,2.3,6.1,69,16,4.5
3.71436,7.80624,Sandy Loam,11,1.3,133.3,12.5,491.7,5,72.7,65.7,120.5,0.7,6.4,8,5.7,2.3,6,71,15,5
3.71436,7.80624,Sandy Loam,11,1.3,133.3,12.5,491.7,5,72.7,65.7,120.5,0.7,6.4,8,5.7,2.3,6,71,15,5
3.56696,7.87245,Sandy Loam,9,1.29,133.3,13.9,491.7,5,65.7,65.7,108.9,0.8,7.2,7.2,5,2,6,73,13,5
3.56696,7.87245,Sandy Loam,9,1.29,133.3,13.9,491.7,5,65.7,65.7,108.9,0.8,7.2,7.2,5,2,6,73,13,5
3.56647,7.87106,Sandy Loam,9,1.29,133.3,12.5,491.7,4.5,65.7,59.3,108.9,0.7,7.2,7.2,5.7,2,6,75,14,4.5
3.56647,7.87106,Sandy Loam,9,1.29,133.3,12.5,491.7,4.5,65.7,59.3,108.9,0.7,7.2,7.2,5.7,2,6,75,14,4.5
3.60315,7.7758,Sandy Loam,14,1.3,133.3,15.4,600.8,6.4,72.7,72.7,147.4,0.9,7.2,7.2,7.2,2.3,6.1,67,16,1.7
3.60315,7.7758,Sandy Loam,14,1.3,133.3,15.4,600.8,6.4,72.7,72.7,147.4,0.9,7.2,7.2,7.2,2.3,6.1,67,16,1.7
3.56173,7.87281,Sandy Loam,10,1.27,133.3,12.5,444.9,4.5,65.7,59.3,98.5,0.6,7.2,6.4,5.7,2.3,6.1,74,13,4.5
3.56173,7.87281,Sandy Loam,10,1.27,133.3,12.5,444.9,4.5,65.7,59.3,98.5,0.6,7.2,6.4,5.7,2.3,6.1,74,13,4.5
3.72591,7.90139,Sandy Loam,13,1.3,120.5,11.2,491.7,5.7,72.7,72.7,120.5,0.7,6.4,8,6.4,2,6.1,67,14,5
3.72591,7.90139,Sandy Loam,13,1.3,120.5,11.2,491.7,5.7,72.7,72.7,120.5,0.7,6.4,8,6.4,2,6.1,67,14,5
3.41684,7.81609,Sandy Loam,11,1.32,108.9,11.2,491.7,5.7,65.7,65.7,108.9,0.7,6.4,8,5.7,1.7,6.1,70,16,4
3.41684,7.81609,Sandy Loam,11,1.32,108.9,11.2,491.7,5.7,65.7,65.7,108.9,0.7,6.4,8,5.7,1.7,6.1,70,16,4
3.41776,7.81838,Sandy Loam,10,1.3,108.9,10,600.8,5.7,59.3,59.3,133.3,0.6,6.4,9,5.7,1.7,6.2,74,16,5
3.41776,7.81838,Sandy Loam,10,1.3,108.9,10,600.8,5.7,59.3,59.3,133.3,0.6,6.4,9,5.7,1.7,6.2,74,16,5
3.41983,7.81903,Sandy Loam,10,1.3,120.5,11.2,491.7,6.4,65.7,59.3,98.5,0.7,6.4,9,6.4,1.7,6,72,16,4
3.41983,7.81903,Sandy Loam,10,1.3,120.5,11.2,491.7,6.4,65.7,59.3,98.5,0.7,6.4,9,6.4,1.7,6,72,16,4
3.65789,8.173,Sandy Loam,12,1.23,108.9,13.9,402.4,5.7,72.7,72.7,120.5,0.9,7.2,7.2,5,2,6.2,70,16,5
3.65789,8.173,Sandy Loam,12,1.23,108.9,13.9,402.4,5.7,72.7,72.7,120.5,0.9,7.2,7.2,5,2,6.2,70,16,5
3.65811,8.17527,Sandy Loam,13,1.26,108.9,15.4,444.9,5.7,72.7,72.7,120.5,0.8,8,7.2,5,1.7,6.1,68,17,5.7
3.65811,8.17527,Sandy Loam,13,1.26,108.9,15.4,444.9,5.7,72.7,72.7,120.5,0.8,8,7.2,5,1.7,6.1,68,17,5.7
3.65963,8.17655,Sandy Loam,14,1.26,108.9,13.9,491.7,5.7,72.7,72.7,133.3,0.8,7.2,9,5,2,6.2,69,16,5
3.65963,8.17655,Sandy Loam,14,1.26,108.9,13.9,491.7,5.7,72.7,72.7,133.3,0.8,7.2,9,5,2,6.2,69,16,5
3.66039,8.17395,Sandy Loam,15,1.25,120.5,15.4,491.7,5.7,65.7,72.7,120.5,1,8,7.2,5,2,6.1,69,15,5
3.66039,8.17395,Sandy Loam,15,1.25,120.5,15.4,491.7,5.7,65.7,72.7,120.5,1,8,7.2,5,2,6.1,69,15,5
3.65998,8.17222,Sandy Loam,13,1.26,108.9,12.5,444.9,5.7,65.7,65.7,108.9,0.9,7.2,8,4.5,1.7,6.2,71,17,5
3.65998,8.17222,Sandy Loam,13,1.26,108.9,12.5,444.9,5.7,65.7,65.7,108.9,0.9,7.2,8,4.5,1.7,6.2,71,17,5
3.52513,8.06542,Sandy Loam,11,1.25,120.5,15.4,543.6,4.5,72.7,65.7,120.5,0.8,7.2,7.2,5.7,2,6.2,70,17,4
3.52513,8.06542,Sandy Loam,11,1.25,120.5,15.4,543.6,4.5,72.7,65.7,120.5,0.8,7.2,7.2,5.7,2,6.2,70,17,4
3.52734,8.06578,Sandy Loam,12,1.23,120.5,12.5,491.7,4.5,65.7,65.7,98.5,0.8,6.4,8,5.7,2,6.2,72,16,5.7
3.52734,8.06578,Sandy Loam,12,1.23,120.5,12.5,491.7,4.5,65.7,65.7,98.5,0.8,6.4,8,5.7,2,6.2,72,16,5.7
3.53096,8.06538,Sandy Loam,12,1.22,120.5,13.9,543.6,5,65.7,72.7,133.3,0.8,7.2,7.2,5.7,2.3,6.1,73,16,3.5
3.53096,8.06538,Sandy Loam,12,1.22,120.5,13.9,543.6,5,65.7,72.7,133.3,0.8,7.2,7.2,5.7,2.3,6.1,73,16,3.5
3.53261,8.06673,Sandy Loam,12,1.24,108.9,15.4,543.6,5.7,65.7,80.5,108.9,0.9,7.2,7.2,5.7,2.3,6.1,69,16,4
3.53261,8.06673,Sandy Loam,12,1.24,108.9,15.4,543.6,5.7,65.7,80.5,108.9,0.9,7.2,7.2,5.7,2.3,6.1,69,16,4
3.71238,7.80419,Sandy Loam,10,1.27,133.3,12.5,491.7,5.7,65.7,72.7,133.3,0.7,6.4,8,5,2.3,6,66,17,4.5
3.71238,7.80419,Sandy Loam,10,1.27,133.3,12.5,491.7,5.7,65.7,72.7,133.3,0.7,6.4,8,5,2.3,6,66,17,4.5
3.71156,7.8027,Sandy Loam,10,1.29,133.3,15.4,491.7,5.7,65.7,65.7,108.9,0.7,7.2,7.2,5.7,2.7,6,70,14,3.5
3.71156,7.8027,Sandy Loam,10,1.29,133.3,15.4,491.7,5.7,65.7,65.7,108.9,0.7,7.2,7.2,5.7,2.7,6,70,14,3.5
3.71372,7.8032,Sandy Loam,11,1.27,120.5,12.5,491.7,5.7,65.7,72.7,108.9,0.8,7.2,8,5.7,2.3,6,70,17,5
3.71372,7.8032,Sandy Loam,11,1.27,120.5,12.5,491.7,5.7,65.7,72.7,108.9,0.8,7.2,8,5.7,2.3,6,70,17,5
3.726,7.90759,Sandy Loam,13,1.31,133.3,11.2,543.6,5.7,65.7,80.5,120.5,0.7,6.4,7.2,6.4,2,6.3,68,16,4
3.726,7.90759,Sandy Loam,13,1.31,133.3,11.2,543.6,5.7,65.7,80.5,120.5,0.7,6.4,7.2,6.4,2,6.3,68,16,4
3.72676,7.90907,Sandy Loam,13,1.31,133.3,12.5,491.7,5.7,65.7,80.5,108.9,0.7,6.4,8,6.4,2,6.2,70,16,3.5
3.72676,7.90907,Sandy Loam,13,1.31,133.3,12.5,491.7,5.7,65.7,80.5,108.9,0.7,6.4,8,6.4,2,6.2,70,16,3.5
3.72359,7.90896,Sandy Loam,13,1.28,120.5,13.9,491.7,6.4,72.7,89,120.5,0.8,7.2,8,6.4,2,6.3,67,14,2.3
3.72359,7.90896,Sandy Loam,13,1.28,120.5,13.9,491.7,6.4,72.7,89,120.5,0.8,7.2,8,6.4,2,6.3,67,14,2.3
3.72591,7.90139,Sandy Loam,13,1.3,120.5,11.2,491.7,5.7,72.7,72.7,120.5,0.7,6.4,8,6.4,2,6.1,67,14,5
3.72591,7.90139,Sandy Loam,13,1.3,120.5,11.2,491.7,5.7,72.7,72.7,120.5,0.7,6.4,8,6.4,2,6.1,67,14,5
3.72758,7.90073,Sandy Loam,12,1.32,120.5,12.5,491.7,5.7,65.7,72.7,108.9,0.6,6.4,8,5.7,2,6.1,68,15,4.5
3.72758,7.90073,Sandy Loam,12,1.32,120.5,12.5,491.7,5.7,65.7,72.7,108.9,0.6,6.4,8,5.7,2,6.1,68,15,4.5
