Long,Lat,texture_class,clay_content,bulk_density,aluminium_extractable,carbon_total,calcium_extractable,cation_exchange_capacity,iron_extractable,potassium_extractable,magnesium_extractable,nitrogen_total,carbon_organic,phosphorous_extractable,sulphur_extractable,zinc_extractable,ph,sand_content,silt_content,stone_content
5.02727,6.39195,Sandy Loam,18,1.3,147.4,43.7,199.3,7.2,98.5,59.3,65.7,1.2,11.2,8,8,3.1,5.2,66,12,1
5.07492,6.39195,Sandy Clay Loam,22,1.16,133.3,43.7,220.4,8,120.5,59.3,48.4,1.3,13.9,9,8,4,5.3,50,14,0.8
2.74001,6.43895,Clay,42,1.28,180.3,32.1,664.1,12.5,72.7,89,199.3,1.3,11.2,7.2,8,3.5,5.8,36,19,0.6
2.78766,6.43895,Clay Loam,38,1.29,180.3,35.6,543.6,11.2,89,89,199.3,1.5,10,7.2,6.4,4,5.5,44,17,0.3
2.87383,6.45152,Sandy Clay Loam,24,1.33,120.5,39.4,402.4,8,89,80.5,98.5,1.3,11.2,8,8,4,5.3,60,14,0.5
2.92981,6.45426,Sandy Loam,20,1.35,133.3,39.4,297.9,8,80.5,72.7,80.5,1.1,10,6.4,8,4,5.5,63,11,0.5
3.00163,6.45104,Sandy Clay Loam,24,1.26,120.5,43.7,364,9,89,72.7,59.3,1.3,10,6.4,9,3.5,5.4,62,13,0.3
3.02672,6.45104,Sandy Clay Loam,23,1.25,89,43.7,297.9,9,98.5,72.7,72.7,1.8,11.2,7.2,7.2,3.5,5.4,65,15,0.6
3.07357,6.43895,Sandy Clay Loam,33,1.22,108.9,43.7,364,8,89,72.7,72.7,1.6,12.5,7.2,7.2,3.5,5.5,57,16,0.2
3.17532,6.42929,Sandy Clay,35,0.99,98.5,48.4,329.3,9,108.9,80.5,89,1.6,13.9,7.2,8,4.5,5.4,45,19,0.1
3.21987,6.42606,Sandy Clay Loam,34,1.02,80.5,43.7,297.9,8,98.5,65.7,89,1.6,12.5,8,10,4.5,5.3,46,17,0.3
3.30296,6.42767,Sandy Clay Loam,34,1,80.5,43.7,297.9,9,108.9,72.7,80.5,1.6,13.9,8,9,4,5.3,46,19,0.2
3.59773,6.43895,Sandy Clay Loam,25,1.16,120.5,48.4,297.9,8,89,72.7,59.3,1.6,11.2,9,7.2,3.5,5.5,62,16,0.6
3.63967,6.43495,Sandy Clay Loam,29,1.17,108.9,48.4,243.7,8,80.5,65.7,89,1.4,11.2,9,8,4.5,5.4,55,16,0.8
3.69304,6.43895,Sandy Clay Loam,27,1.16,108.9,53.6,329.3,8,98.5,72.7,65.7,1.5,12.5,7.2,8,3.5,5.4,55,15,0.3
3.74069,6.43895,Sandy Clay Loam,24,1.08,98.5,48.4,243.7,6.4,98.5,65.7,65.7,1.6,12.5,10,8,3.5,5.1,55,15,0.3
3.77787,6.4462,Sandy Clay Loam,26,1.15,120.5,53.6,243.7,6.4,98.5,65.7,48.4,1.4,12.5,8,8,3.5,5.2,58,14,0.3
3.83694,6.44847,Sandy Clay Loam,25,1.15,108.9,48.4,243.7,7.2,89,65.7,53.6,1.3,11.2,9,8,4,5.2,58,14,0.3
3.88079,6.45133,Sandy Clay Loam,30,1.19,98.5,43.7,243.7,7.2,89,65.7,59.3,1.4,12.5,8,9,4.5,5.1,53,13,0.3
3.93272,6.44704,Sandy Clay Loam,29,1.09,98.5,43.7,364,8,98.5,80.5,72.7,1.3,12.5,7.2,8,3.5,5.3,57,14,0.2
3.97894,6.43895,Sandy Clay Loam,33,1.2,120.5,39.4,364,10,72.7,80.5,72.7,1.2,10,7.2,7.2,2.7,5.5,53,16,0.5
4.0266,6.43895,Sandy Clay Loam,34,1.24,120.5,29,444.9,11.2,89,89,89,1.4,10,9,10,3.1,5.5,58,17,0.5
4.07187,6.43419,Sandy Clay Loam,25,1.11,108.9,39.4,297.9,8,80.5,72.7,65.7,1.7,11.2,9,8,3.5,5.3,50,16,0.6
4.11333,6.44228,Sandy Clay Loam,30,1.17,147.4,43.7,444.9,10,89,72.7,120.5,1.6,12.5,8,7.2,3.5,5.5,55,17,0.5
4.17574,6.43467,Sandy Clay Loam,29,1.04,108.9,53.6,243.7,7.2,89,65.7,80.5,1.5,13.9,9,8,4,5,50,18,0.2
4.26485,6.43895,Sandy Clay Loam,27,1.04,147.4,48.4,402.4,7.2,108.9,72.7,65.7,1.5,13.9,9,8,4.5,5.2,53,16,0.1
4.36301,6.44752,Sandy Clay Loam,24,1.15,163,48.4,329.3,9,98.5,65.7,72.7,1.6,13.9,9,8,4,5.1,53,16,0.3
4.40781,6.43895,Sandy Clay Loam,27,1.17,199.3,43.7,402.4,9,120.5,65.7,72.7,1.7,12.5,9,6.4,3.5,5.4,55,15,0.5
4.45546,6.43895,Sandy Clay Loam,24,1.15,163,39.4,243.7,9,108.9,59.3,48.4,1.5,13.9,8,8,4,5.1,58,11,0.5
4.50311,6.43895,Sandy Clay Loam,29,1.15,220.4,39.4,243.7,10,108.9,59.3,59.3,1.6,15.4,9,8,5,5,49,15,0.2
4.55076,6.43895,Sandy Clay Loam,28,1.12,243.7,43.7,269.4,11.2,133.3,65.7,59.3,1.6,15.4,8,7.2,4,5.2,54,13,0.3
4.59841,6.43895,Sandy Clay Loam,35,1.16,243.7,43.7,297.9,11.2,133.3,59.3,80.5,1.5,13.9,8,8,3.1,5.1,52,15,0.5
4.64606,6.43895,Sandy Clay Loam,28,1.16,180.3,43.7,243.7,9,108.9,59.3,59.3,1.6,13.9,9,8,4,5.3,56,13,0.3
4.69371,6.43895,Sandy Loam,18,1.21,180.3,48.4,163,5.7,120.5,59.3,53.6,1.4,12.5,9,8,4,5.1,62,12,0.3
4.74137,6.43895,Sandy Loam,18,1.28,220.4,48.4,269.4,8,98.5,48.4,80.5,1.5,11.2,7.2,8,2.7,5,66,12,0.8
4.78902,6.43895,Sandy Loam,18,1.22,180.3,48.4,199.3,7.2,120.5,48.4,43.7,1.3,12.5,8,9,3.5,5,66,12,0.8
4.83667,6.43895,Sandy Loam,18,1.37,220.4,43.7,243.7,8,108.9,53.6,59.3,1.3,12.5,8,8,3.1,5.2,69,12,1.2
4.88432,6.43895,Sandy Clay Loam,25,1.17,163,43.7,180.3,9,147.4,53.6,43.7,1.5,13.9,10,8,3.5,5,58,13,0.6
4.93197,6.43895,Sandy Loam,16,1.35,243.7,39.4,297.9,8,108.9,53.6,59.3,1.3,11.2,7.2,6.4,4,5.3,68,12,1
4.97962,6.43895,Sandy Loam,16,1.35,163,35.6,297.9,8,108.9,59.3,65.7,1.3,11.2,7.2,9,3.5,5.3,67,13,2
5.02727,6.43895,Sandy Loam,13,1.33,180.3,39.4,220.4,7.2,120.5,59.3,59.3,1.5,11.2,7.2,9,2.3,5.1,63,11,1.5
5.07492,6.43895,Sandy Loam,18,1.32,180.3,39.4,329.3,9,89,53.6,72.7,1.7,12.5,7.2,7.2,3.5,5.2,62,13,2.3
2.76048,6.47805,Sandy Clay Loam,29,1.33,180.3,39.4,543.6,11.2,72.7,72.7,133.3,1.6,10,6.4,6.4,3.1,5.7,54,15,0.5
2.79684,6.49512,Sandy Clay Loam,23,1.32,199.3,35.6,491.7,8,80.5,80.5,98.5,1.3,10,6.4,8,3.1,5.6,60,13,0.6
2.8821,6.50292,Sandy Clay Loam,23,1.22,133.3,35.6,364,9,98.5,80.5,108.9,1.5,10,6.4,8,4,5.4,60,14,0.5
2.88296,6.48595,Sandy Clay Loam,24,1.32,108.9,39.4,297.9,8,89,89,89,1.4,11.2,8,8,4,5.4,58,14,0.5
2.91188,6.51093,Sandy Clay Loam,33,1.26,120.5,43.7,364,11.2,98.5,80.5,80.5,1.7,12.5,7.2,7.2,4,5.5,52,17,0.3
2.97263,6.50448,Sandy Loam,18,1.39,147.4,39.4,297.9,8,80.5,89,72.7,1.5,9,6.4,8,3.1,5.6,62,14,0.5
3.01042,6.52101,Sandy Clay Loam,22,1.44,147.4,29,364,9,72.7,72.7,89,1.2,9,7.2,7.2,2.7,5.7,63,14,1.2
3.07196,6.50528,Sandy Clay Loam,24,1.38,163,23.5,402.4,8,89,72.7,108.9,1.2,9,6.4,7.2,2.7,5.5,59,14,1
3.12008,6.50594,Sandy Clay Loam,21,1.3,120.5,43.7,297.9,9,98.5,80.5,80.5,1.3,11.2,7.2,9,3.5,5.3,60,12,0.5
3.15345,6.5145,Sandy Clay Loam,20,1.28,147.4,48.4,297.9,9,89,65.7,89,1.3,11.2,8,9,3.5,5.4,59,11,0.3
3.21388,6.48829,Sandy Clay Loam,29,1.34,147.4,21.2,364,11.2,98.5,72.7,120.5,1.2,9,7.2,8,2.7,5.6,58,17,1
3.26417,6.48595,Sandy Clay Loam,23,1.27,133.3,39.4,364,8,89,72.7,89,1.7,10,7.2,8,3.5,5.5,58,13,1
3.64139,6.49566,Sandy Clay Loam,30,1.18,133.3,48.4,329.3,9,80.5,72.7,72.7,1.4,12.5,7.2,7.2,3.5,5.5,54,15,0.3
3.6878,6.49832,Sandy Clay Loam,28,1.13,120.5,48.4,329.3,9,98.5,65.7,72.7,1.5,12.5,7.2,7.2,3.5,5.5,63,15,0.8
3.73545,6.49261,Sandy Clay Loam,22,1.21,120.5,48.4,269.4,8,89,72.7,65.7,1.5,11.2,8,9,4,5.3,60,16,0.8
3.78834,6.48595,Sandy Clay Loam,26,1.2,180.3,35.6,297.9,10,80.5,72.7,72.7,1.3,11.2,7.2,7.2,3.5,5.3,57,14,0.6
3.83599,6.48595,Sandy Loam,19,1.28,147.4,39.4,402.4,9,89,72.7,65.7,1.2,11.2,7.2,8,4,5.3,61,13,0.5
3.88364,6.49642,Sandy Clay Loam,24,1.26,147.4,43.7,329.3,8,89,72.7,80.5,1.2,11.2,7.2,9,3.1,5.3,60,14,0.8
3.93129,6.48595,Sandy Clay Loam,29,1.21,147.4,35.6,444.9,11.2,80.5,80.5,89,1.5,12.5,7.2,7.2,3.1,5.5,54,14,0.5
3.97894,6.48595,Sandy Clay Loam,22,1.18,120.5,43.7,329.3,8,89,72.7,65.7,1.4,11.2,8,7.2,3.5,5.2,58,15,0.6
4.16955,6.48595,Sandy Clay Loam,31,1,120.5,43.7,269.4,8,89,65.7,65.7,1.5,12.5,10,8,4,5.1,51,16,0.3
4.2172,6.48595,Sandy Clay Loam,22,1.17,163,43.7,329.3,9,89,72.7,65.7,1.6,12.5,10,7.2,3.5,5.2,53,15,0.8
4.26485,6.48595,Sandy Clay Loam,21,1.15,163,43.7,243.7,8,120.5,65.7,53.6,1.6,13.9,8,7.2,3.5,5.1,62,15,0.6
4.3125,6.48595,Sandy Clay Loam,23,1.24,163,43.7,243.7,7.2,108.9,65.7,43.7,1.6,15.4,9,7.2,3.5,5.1,58,14,0.6
4.36016,6.48595,Sandy Clay Loam,20,1.22,163,48.4,269.4,7.2,133.3,65.7,59.3,1.5,13.9,9,8,4,5.1,58,15,0.8
4.40781,6.48595,Sandy Clay Loam,21,1.21,199.3,35.6,269.4,9,120.5,59.3,65.7,1.6,12.5,8,7.2,3.1,5,60,13,0.6
4.45546,6.48595,Sandy Clay Loam,20,1.37,199.3,43.7,297.9,9,80.5,53.6,80.5,1.6,11.2,8,8,4,5.1,63,13,1
4.50311,6.48595,Sandy Loam,19,1.33,243.7,43.7,297.9,8,98.5,59.3,53.6,1.3,11.2,7.2,8,4,5.1,67,11,1
4.55076,6.48595,Sandy Loam,18,1.33,220.4,43.7,269.4,7.2,108.9,53.6,65.7,1.4,11.2,8,7.2,4,5.2,66,12,0.6
4.59841,6.48595,Sandy Clay Loam,21,1.23,220.4,39.4,297.9,8,120.5,59.3,72.7,1.6,12.5,8,8,2.7,5.2,64,15,0.8
4.64606,6.48595,Sandy Loam,18,1.32,199.3,43.7,220.4,7.2,133.3,59.3,48.4,1.4,13.9,8,8,4,5,65,12,1.2
4.69371,6.48595,Sandy Loam,18,1.32,243.7,39.4,220.4,7.2,120.5,53.6,65.7,1.5,11.2,9,9,4,5.1,63,13,1.2
4.74137,6.49499,Sandy Loam,15,1.31,163,43.7,199.3,6.4,133.3,48.4,48.4,1.4,12.5,8,8,3.5,5.1,67,12,0.6
4.77236,6.48058,Sandy Loam,16,1.38,199.3,32.1,243.7,8,98.5,48.4,59.3,1.8,11.2,7.2,8,3.5,5.2,69,12,2.3
4.83667,6.48595,Sandy Loam,18,1.21,220.4,39.4,243.7,8,120.5,59.3,59.3,1.4,12.5,8,9,3.5,4.9,64,13,0.5
4.88432,6.48595,Sandy Loam,15,1.36,133.3,39.4,180.3,7.2,108.9,59.3,59.3,1.3,12.5,8,9,2.7,5.5,69,10,1.2
4.93197,6.48595,Sandy Loam,15,1.35,199.3,39.4,269.4,7.2,98.5,65.7,53.6,1.6,13.9,8,8,2.7,5.3,66,10,1
4.97962,6.48595,Sandy Loam,16,1.34,199.3,39.4,297.9,8,108.9,59.3,72.7,1.8,12.5,7.2,8,4,5.2,64,11,1.2
5.02727,6.48595,Sandy Loam,14,1.36,199.3,48.4,243.7,7.2,98.5,53.6,65.7,1.4,12.5,6.4,7.2,3.1,5.2,68,10,1.5
5.07492,6.48595,Sandy Loam,16,1.35,180.3,43.7,220.4,7.2,133.3,59.3,59.3,1.7,12.5,8,8,3.5,5.2,58,13,1.7
5.12258,6.48595,Sandy Clay Loam,20,1.27,133.3,35.6,269.4,6.4,120.5,72.7,72.7,1.6,13.9,8,8,3.5,5.2,58,14,1.2
2.73084,6.5279,Sandy Loam,19,1.4,180.3,35.6,364,9,89,72.7,108.9,1.2,9,7.2,7.2,3.1,5.6,66,10,0.8
2.85601,6.56276,Sandy Clay Loam,20,1.42,147.4,29,444.9,9,80.5,72.7,80.5,1.2,9,7.2,8,3.5,5.7,58,12,1
